path,example_value,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments
instrument.measurementSettings.CytoSettings.CytoSettings.deLogCorrFactor,"0,1250019",FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.isSimulator,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSeperateHighLowPMTs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.getChannelVisualisationMode,1,FALSE,FALSE,FALSE,FALSE,FALSE,cyto settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,FWS,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,Black,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,FWS,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,Black,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.SyncPulseValue,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasI2CPMTLevel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.FWSL,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.FWSR,2,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Description,FWS,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.VirtualType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.CytoSenseOpticalUnitProperty,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColor,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColorName,Undefined laser,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.DualFocus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_id,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_min,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_max,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Channel_Type,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsFilteredLFChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsHFplusLFchannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.HF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.IsHWChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.HW_channel_id,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultLineType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,SWS,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,Blue,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,4,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,SWS,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,Blue,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.SyncPulseValue,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasI2CPMTLevel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.CytoSenseOpticalUnitProperty,4,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColor,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColorName,Undefined laser,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.DualFocus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_id,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_min,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_max,110,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Channel_Type,4,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Description,SWS,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsFilteredLFChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsHFplusLFchannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.HF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.IsHWChannel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.HW_channel_id,2,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultLineType,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,2,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,Fl Yellow,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,Gold,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,7,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,Fl Yellow,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,Yellow,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.SyncPulseValue,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasI2CPMTLevel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.CytoSenseOpticalUnitProperty,4,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColor,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColorName,Undefined laser,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.DualFocus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_id,7,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_min,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_max,120,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Channel_Type,7,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Description,Fl Yellow,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsFilteredLFChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsHFplusLFchannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.HF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.IsHWChannel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.HW_channel_id,3,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultLineType,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,3,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,FL Red,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,Red,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,5,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,FL Red,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,Red,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.SyncPulseValue,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasI2CPMTLevel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.CytoSenseOpticalUnitProperty,4,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColor,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColorName,Undefined laser,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.DualFocus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_id,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_min,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_max,110,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Channel_Type,5,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Description,FL Red,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsFilteredLFChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsHFplusLFchannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.HF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.IsHWChannel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.HW_channel_id,4,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultLineType,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,4,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,Curvature,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,Purple,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,14,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,Curvature,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,Purple,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.SyncPulseValue,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasI2CPMTLevel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.FWSL,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.FWSR,2,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Description,Curvature,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.VirtualType,1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.CytoSenseOpticalUnitProperty,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColor,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColorName,Undefined laser,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.DualFocus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_id,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_min,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_max,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Channel_Type,14,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsFilteredLFChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsHFplusLFchannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.HF_HardwareChannelIndex,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.IsHWChannel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.HW_channel_id,-1,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultLineType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,5,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,FWS L,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,Black,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,2,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,0,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,FWS L,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,Black,FALSE,FALSE,FALSE,FALSE,FALSE,PMT channel description,
