path,name,example_value,type,transform,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments,bioODV.subject,bioODV.object,bioODV.units
instrument.measurementSettings.CytoSettings.CytoSettings.SerialNumber,SerialNumber,CS-2020-101,[t],None,False,False,FALSE,False,False,already at the top,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareNumber,HardwareNumber,FT5441FYA,[t],None,False,False,FALSE,False,False,HardwareNumber,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1Model,Laser1Model,nan,[f],None,False,True,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1Firmware,Laser1Firmware,nan,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1SerialNumber,Laser1SerialNumber,nan,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1OnTime,Laser1OnTime,nan,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1OnCount,Laser1OnCount,0,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1SetDiodeTemperature,Laser1SetDiodeTemperature,nan,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1SetDiodeCurrent,Laser1SetDiodeCurrent,0,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1FeedbackDAC,Laser1FeedbackDAC,0,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1OpticalOutputPower,Laser1OpticalOutputPower,0,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1SetDiodeCurrentLimit,Laser1SetDiodeCurrentLimit,0,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Laser1AutoStart,Laser1AutoStart,nan,[f],None,False,False,FALSE,False,False,"INformation on the laser in the system, Only for XR instruments.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Dye1Name,Dye1Name,nan,[f],None,False,False,FALSE,False,False,SE,Staining module settings,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Dye2Name,Dye2Name,nan,[f],None,False,False,FALSE,False,False,SE,Staining module settings,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SubLoopVolume_uL,SubLoopVolume_uL,3000,[f],None,True,True,TRUE,True,False,cytoSub sheath loop volume,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.OpticalMagnification,OpticalMagnification,16,[f],None,True,True,TRUE,True,False,OpticalMagnification,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ImagePixelSize,ImagePixelSize,"0,3000000119",[t],None,True,True,TRUE,True,False,ImagePixelSize,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CameraPixelSize,CameraPixelSize,"4,800000191",[t],None,True,True,TRUE,True,False,"CameraPixelSize, difference with line above?",The difference is the optical magnification,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.DetectorNoiseLevel.maxValue,maxValue,10,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.DetectorNoiseLevel.minValue,minValue,0,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.SheathTemp.maxValue,maxValue,35,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.SheathTemp.minValue,minValue,3,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.SystemTemp.maxValue,maxValue,40,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.SystemTemp.minValue,minValue,3,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PMTTemp.maxValue,maxValue,40,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PMTTemp.minValue,minValue,3,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.BuoyTemp.maxValue,maxValue,50,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.BuoyTemp.minValue,minValue,1,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserTemp.maxValue,maxValue,40,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserTemp.minValue,minValue,3,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PressureAbs.maxValue,maxValue,"499,9999892",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PressureAbs.minValue,minValue,-100,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PressureDiff.maxValue,maxValue,100,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PressureDiff.minValue,minValue,"-499,9999892",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PressureExt.maxValue,maxValue,20,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.PressureExt.minValue,minValue,-1,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.ExtSupplyPowerVoltage.maxValue,maxValue,15,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.ExtSupplyPowerVoltage.minValue,minValue,"12,5",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.IntVoltage.maxValue,maxValue,15,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.IntVoltage.minValue,minValue,11,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.IntRecharge.maxValue,maxValue,2500,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.IntRecharge.minValue,minValue,-1,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.ExtBatteryVoltage.maxValue,maxValue,"16,8",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.ExtBatteryVoltage.minValue,minValue,12,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserDiodeTemperature.maxValue,maxValue,27,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserDiodeTemperature.minValue,minValue,23,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserDiodeCurrent.maxValue,maxValue,220,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserDiodeCurrent.minValue,minValue,0,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserTecLoad.maxValue,maxValue,80,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserTecLoad.minValue,minValue,0,[f],None,False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserInputVoltage.maxValue,maxValue,"5,3",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SensorLimits.LaserInputVoltage.minValue,minValue,"4,4",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE - sensor limits,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ActualBackFlushTime,ActualBackFlushTime,"30,8",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ManualBackflushTime,ManualBackflushTime,120,[f],None,False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BSTSystem.IsPresent,IsPresent,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"BST = Beads Sheath Toxine, OLD variant of the system not used anymore.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BSTSystem.SamplePumpBackFlushTime,SamplePumpBackFlushTime,0,[f],None,False,False,FALSE,False,False,"BST = Beads Sheath Toxine, OLD variant of the system not used anymore.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BSTSystem.ReHomogenisationTime,ReHomogenisationTime,0,[f],None,False,False,FALSE,False,False,"BST = Beads Sheath Toxine, OLD variant of the system not used anymore.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SheathType,SheathType,0,[f],None,False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SampleCorespeed,SampleCorespeed,"2,2",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.DefautlSheathSpeed,DefautlSheathSpeed,"61,960785",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableOverrideSampleCoreSpeed,EnableOverrideSampleCoreSpeed,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.LaserBeamWidth,LaserBeamWidth,5,[f],None,False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.EnableOverrideBeamWidth,EnableOverrideBeamWidth,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,SE,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.machineName,machineName,MIO - La Physat,[t],None,False,False,FALSE,False,False,SE- already in previous lines,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareChannelNames1,HardwareChannelNames1,FWS L,[t],None,False,False,FALSE,False,False,SE- already in previous lines,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareChannelNames2,HardwareChannelNames2,FWS R,[t],None,False,False,FALSE,False,False,SE- already in previous lines,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareChannelNames3,HardwareChannelNames3,SWS,[t],None,False,False,FALSE,False,False,SE- already in previous lines,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareChannelNames4,HardwareChannelNames4,Fl Yellow,[t],None,False,False,FALSE,False,False,SE- already in previous lines,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareChannelNames5,HardwareChannelNames5,FL Red,[t],None,False,False,FALSE,False,False,SE- already in previous lines,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.isSub,isSub,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Sorter,Sorter,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalTrigger,ExternalTrigger,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Curvature,Curvature,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.WaterDetectionSensor,WaterDetectionSensor,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.WaterDetectionConnection,WaterDetectionConnection,1,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PressureSensor,PressureSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.dualLaserDistance,dualLaserDistance,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ImageAndFlow,ImageAndFlow,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalPump,ExternalPump,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.GVModule,GVModule,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasaPIC,hasaPIC,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ContinuMode,ContinuMode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasaDCSamplePump,hasaDCSamplePump,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.samplepumpCalibrationDate,samplepumpCalibrationDate,1990-01-01 00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.SamplepumpCalibrationDateStr,SamplepumpCalibrationDateStr,Not Calibrated,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BypassPinchValve,BypassPinchValve,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasBSTsystem,hasBSTsystem,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideModule,BiocideModule,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsModule,BeadsModule,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideModuleEnabled,BiocideModuleEnabled,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.GpsEnabled,GpsEnabled,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideExtimatedConcentration,BiocideExtimatedConcentration,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocidePumpedVolume,BiocidePumpedVolume,5637582,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideLeft_ml,BiocideLeft_ml,"0,049",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsLeft_ml,BeadsLeft_ml,"8,517",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBVersion,CytoUSBVersion,Build,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.DSPVersion,DSPVersion,nan,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.dllVersion,dllVersion,2012-08-12 00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hardwareVersion,hardwareVersion,2020-12-15 00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PicVersion,PicVersion,CytoSense-v1.1.0.7-0-g9ac487d Oct 17 2019 12:02:33,[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HighVoltageType,HighVoltageType,2,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MaxForwardSpeed,MaxForwardSpeed,1,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.mV_lookup1,mV_lookup1,0,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.deLogCorrFactor,deLogCorrFactor,"0,1250019",[t],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.isSimulator,isSimulator,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSeperateHighLowPMTs,hasSeperateHighLowPMTs,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.getChannelVisualisationMode,getChannelVisualisationMode,1,[f],None,False,False,FALSE,False,False,cyto settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,ID,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,Description,FWS,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,DefaultColor,Black,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,Channeltype,1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,VirtualChannelType,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,hasLowCheck,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,lowcheck,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,lowcheckID,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,name,FWS,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,visible,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,highsensitivity,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,color,Black,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.SyncPulseValue,SyncPulseValue,-1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasI2CPMTLevel,hasI2CPMTLevel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.FWSL,FWSL,1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.FWSR,FWSR,2,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Description,Description,FWS,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.VirtualType,VirtualType,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.CytoSenseOpticalUnitProperty,CytoSenseOpticalUnitProperty,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColor,LaserColor,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LaserColorName,LaserColorName,Undefined laser,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.DualFocus,DualFocus,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_id,PMTLevel_id,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_min,PMTLevel_min,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.PMTLevel_max,PMTLevel_max,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.Channel_Type,Channel_Type,1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsFilteredLFChannel,IsFilteredLFChannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.IsHFplusLFchannel,IsHFplusLFchannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.LF_HardwareChannelIndex,LF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.HF_HardwareChannelIndex,HF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.IsHWChannel,IsHWChannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.HW_channel_id,HW_channel_id,-1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultLineType,DefaultLineType,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ID,ID,1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Description,Description,SWS,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.DefaultColor,DefaultColor,Blue,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.Channeltype,Channeltype,4,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.VirtualChannelType,VirtualChannelType,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.hasLowCheck,hasLowCheck,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheck,lowcheck,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.lowcheckID,lowcheckID,0,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.name,name,SWS,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.visible,visible,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.highsensitivity,highsensitivity,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.color,color,Blue,[t],None,False,False,FALSE,False,False,PMT channel description,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ChannelList.ChannelInfo.SyncPulseValue,SyncPulseValue,-1,[f],None,False,False,FALSE,False,False,PMT channel description,nan,,,
